epoch,length,reward,energy,policy_loss,value_loss,kl,entropy
0,5,35.2808219037761,6.234640479056793,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,35.36309998546408,24.744037749194746,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,35.205260155861794,20.25230446685783,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,34.88314657009749,11.804042463854296,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,7,53.30687006495152,23.937064971344608,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,25.443544374818348,-30.40019062343579,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,35.34956681095668,14.561580624767117,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,25.972390820753937,-5.616977274811054,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,6,44.5923944910434,42.79171740451703,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,25.853119374842958,0.9269575764481726,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,25.826770224014773,-12.943350925659658,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,34.96056222351905,10.321828402065234,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,5,35.35464476768162,18.88949799680477,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,26.170583798671995,12.019500954036907,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,3,16.89230295035556,-0.7610244750419888,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,3,16.90123900998084,-1.139832458631128,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,7,53.87279091903678,18.64753441986077,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,4,25.879022777678333,-3.7348465619509614,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,6,44.75741503748107,34.73047576103107,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
0,7,53.85994177359486,41.74099258892122,-1.909211277961731e-08,-621.1795654296875,0.009166290983557701,1.4299211502075195
