length,reward,energy
8,63.46043434444403,44.66247322655488
5,35.1566844176749,-8.897269260876255
4,26.164956150629358,-19.88735392623495
7,53.57860549825746,21.27928909941027
6,44.24189007549999,-9.982348856409281
4,25.82430666782612,-37.2610456520756
7,54.02226957662129,19.018160133229628
5,35.24797986700452,-14.264071757634861
7,54.250210820062286,20.624515009127666
5,35.26889706072011,-10.179371085108386
6,44.32071880291254,16.139588744567302
9,72.6681309135548,57.264314003250824
4,25.85906999543821,-29.414173736612618
8,63.28322869372803,59.150869236418735
7,53.75889328235017,24.30956849196113
6,44.09210299182632,9.353327242110051
4,26.00194285828427,-31.852866291329164
6,44.57362503912625,5.566848052730443
6,44.52327065115575,27.93077677495471
4,26.00832970111209,-9.288171194754504
10,81.47490505050109,64.96319523336427
9,72.84889563362263,52.10642564303502
5,35.238600117070035,4.00787883392055
5,34.9947931927395,-24.26254445199381
8,62.9758910582748,32.43658935423135
7,54.14843527847579,54.521796994318294
12,100.24797413410083,37.180605858640874
6,44.487787908910356,23.24455199687939
7,53.71241108542964,0.259248081595171
7,53.60023379288718,21.83654320142641
5,35.34127756837865,-23.286555448726094
5,35.42979122554052,17.056419360496143
5,35.04760296540543,-12.339324601524506
4,25.954637905558588,-28.726017840591936
5,35.164881924058534,-13.964967368131035
6,44.445057124039806,6.144674141297619
6,44.181435929017354,0.30047716852888584
8,62.88772375033778,20.154565165524787
7,54.22702581357329,26.25537042002745
4,26.212587354440085,-9.57709196292201
8,63.35643470750962,49.60217688554545
4,26.028668843283597,-6.072794744560118
5,35.4315550200102,-0.8655223189307826
5,35.07582230869224,-17.251005887090265
4,25.929217609016106,-33.111908511710425
7,53.44947416889109,14.092704366270368
5,35.18950726214677,-4.139397300947694
5,34.64315968156413,-22.774179024068868
7,53.56102992564027,15.346020942670553
4,26.018862245784888,-4.272911752227355
4,25.84127389341427,-21.254354042814395
4,26.18360372112132,-23.636928886731837
4,25.916899783436914,-11.63500307330466
5,35.201701284879775,-10.75258246998677
5,34.974371854292436,-6.668058901977128
7,53.818312745289646,38.56634837139156
6,44.229467048582954,22.486087856476924
8,63.58583402001156,63.60390245823344
5,35.23244848919698,-11.383911952342494
5,35.066075342252304,-8.373033214204483
4,26.013030245179657,-15.504622300815242
6,44.457261743280796,14.043806562563322
8,63.44138956271649,64.91860705660528
5,35.43446541493285,4.959941534907857
4,25.878926680088377,-37.83564089006982
8,63.24685311674261,54.65920545813465
5,35.36023359281201,-13.698739915586554
4,26.250932962883034,0.34832182368747056
4,25.678163311546854,-41.41902794645992
7,54.05711646322099,9.108018816992363
10,81.5076359468388,72.10742164473093
6,44.671939756350454,23.249253413581734
5,35.03761661235464,-13.95973979211273
5,35.636889862168594,-9.026874778787501
5,35.15316899719651,0.9352445958155586
8,62.73408056031958,25.64001864136411
5,35.23259609685194,-13.197355755316794
6,44.116319736143616,14.026296195631955
4,26.08262744965694,-31.137691434405504
4,26.011976109222605,-13.099859527397818
6,44.104057547940926,7.874297429605891
9,72.69406259191693,75.07535845018762
4,25.85435390526676,-26.588007050630434
5,35.25204901047342,-7.5687257913913335
14,119.21238408876407,98.18027638290266
7,53.5940028524657,20.91588833686242
5,35.238246267048254,6.491672699006308
5,34.977063969406316,4.123287584375207
7,53.958366501134336,14.290246494462231
6,44.61188727935301,6.627587857829813
4,26.16470819369012,-10.053710558691487
5,34.9220703332164,-17.271075094091405
7,53.915534579724756,49.964107994165715
5,35.36334640924246,-15.860111058575802
7,53.631708464360344,31.636554247687506
4,26.271023449980458,-9.013163533874234
6,44.46819089603446,9.386644864518612
6,44.163417889879845,-10.82642005179131
4,25.347892395687364,-61.54607620413872
4,25.810958285411118,-33.5413308269376
6,44.78314238737538,28.477406089561644
8,63.277226943333794,61.67869644180711
7,53.45408850125689,24.361573190719295
9,72.53279516137687,47.961307280908265
6,44.326756793432,6.297584700526773
6,44.52678582572934,21.018815009854347
4,25.999811571313064,-3.0124650004668547
8,62.52678669540667,37.193115323822084
8,62.77250944195216,37.1822008855151
7,54.19014010794425,59.08162444720737
5,35.23520112115205,-14.490834068290278
5,35.24995080555929,8.12496438567774
4,26.224434189717037,-16.3243349925199
7,53.39829092463073,34.41705904462836
5,35.63754196385379,11.352339888920017
7,53.60604112380131,46.804392723129595
4,25.927235881422853,-10.344320841084812
5,34.885379009112604,-2.297936235158769
5,35.48115101499103,1.845006638216649
6,44.51469852988253,-6.426344549769954
9,72.13834538275397,60.76326787746006
4,26.00103801986112,-28.234572626083132
6,44.51494727188615,4.595759312563381
10,82.06551659898146,79.54577008116696
5,35.61757614769057,4.627317393818956
10,81.7797809593597,4.906015019481057
5,35.45003060004075,10.091261107268812
7,53.96396024158032,29.249834031939272
10,81.93910630688316,53.31774878754818
7,53.69712716835569,18.586282674697536
4,25.880506052186753,-17.613561001911837
5,35.39709698219301,10.41675453952534
8,63.350179310913035,2.7388712712424486
6,44.62242243579441,37.79251593023126
6,44.2547699450068,22.85184329330307
9,72.80086532259064,75.7592659712375
5,34.87948396774603,-37.04466360602909
7,53.92478030538314,39.5666342687688
4,26.25186640021871,-15.603206637523035
5,35.141179298518615,5.235836329258718
8,63.069561163179465,60.256758786062576
4,25.668618602475686,-30.282849786943345
8,63.09067352452918,32.56656561051777
7,53.67463531425433,41.410718823135966
6,44.570356267123934,27.982722877188344
9,72.00609796301389,52.51792327174281
6,44.963478928853675,4.084732956111829
5,35.43222140294952,3.9277146373250957
8,63.512312976032455,56.13528090744394
4,26.034224759118292,-25.469658274338798
6,44.53219007407774,8.483509104940735
7,53.51256858154489,28.036700746088542
6,43.915241140608224,12.49510462787981
6,44.448446052953734,24.820601434991442
6,44.722163414268,20.278095944246314
5,35.22444937942576,12.333033972451853
5,34.971906365210636,-12.142847318067199
8,63.266739391509574,63.67600836531725
10,82.28935108215212,60.374836684236286
8,62.680070710963356,35.21151632024029
6,44.82771441272487,25.651755313084657
5,34.96860822421475,-14.448113217719637
6,44.43008180600025,23.409411162619065
6,44.23701887304271,12.404003725656441
8,62.57873528511658,-1.9529955587159975
6,44.38551035253607,18.421653063420575
5,35.15248934770697,-6.362543799187998
6,44.38434967582883,22.165632273192266
10,81.4793599369891,79.88665554133138
6,44.9983423327031,-1.0473119421371422
11,91.03704283536113,58.940183637321056
7,53.793559846470416,39.51668885871705
6,44.61547383882106,17.065039338460156
8,62.92221272200461,31.016252359193146
6,44.55446545499415,38.58341293191575
4,26.073966247257083,-26.05666286755855
4,25.970384010680394,-9.66573613262472
6,44.369373996487376,-27.874195513008083
6,44.89216890619528,7.505467786527564
5,35.11976066015829,-4.179167051769154
5,35.15835479478121,1.180796433431981
4,25.748704913456876,-23.986811093135632
4,26.0547894347355,-32.912065384157145
6,44.21530422973628,-0.7789650322733497
5,34.77712530162753,-12.093745272260135
6,44.60243779011823,14.931335254688182
8,63.51089890614265,71.58962166758722
4,26.060289760089454,-16.11451655314022
7,53.65327012945757,22.661858089507998
13,109.19750935106596,111.8005621476471
5,35.34970951975149,3.1954984889364386
5,35.04290568502762,-6.267674037652123
12,100.15592903792816,103.59491910083744
7,53.799684196999614,36.648451812898195
7,53.89192383795028,13.36169102242415
6,44.33064621316938,7.95980703630736
5,34.96899868726969,-14.471257146100632
5,35.25395425295109,-5.350155475031141
7,54.12131920246748,24.828629890617485
7,54.191558362618096,7.382571767274236
4,26.23734690387178,-20.24321640863233
4,26.162616776646434,-12.643536520429851
11,91.20825260850368,45.660163770649675
6,44.55923686137069,26.360346948219433
5,35.63692376349956,7.23053846961991
8,62.76927171959138,49.33049184887416
11,91.1592343701551,102.05013465472953
9,72.35024905644588,52.92382920806392
4,25.868639783615755,-16.513533039534074
5,34.912929978867005,-6.441027738914568
5,35.35309352103577,17.42975595911065
4,26.20824140304747,-3.7767317948881667
5,35.4361736513868,9.403030280002893
5,35.59207989537027,1.1258713737155812
4,25.94441912576617,-24.89854924093301
5,35.1650552856735,-6.378500640340922
6,44.74289697028367,7.484660903192228
5,35.59853569455052,-7.756665849624071
5,35.048794077435815,-6.355174732453293
6,44.53900521228717,-3.386487624010085
5,35.01680951941837,-25.422830292363898
4,26.19252346325921,-13.909255561521059
7,53.929484615873285,22.828367665494106
7,54.09180420903966,4.346112471682137
5,35.13870804951499,-5.377584650632864
6,44.5612008621209,23.576025373285507
4,25.956715476265526,-29.494312176830906
12,100.70999344559597,111.43703514719515
4,26.1132305554533,1.5370723333919116
6,44.43526377819331,-9.341753540058132
9,72.27880845074492,55.697723589710705
9,72.90508782162996,56.776987889973455
12,98.96586852675924,50.97067213001333
8,63.647556150245116,25.540836562806575
9,72.11111157717278,61.61730096297458
6,44.257301158390774,1.3825690722501065
6,44.53139494294172,29.54047652967372
8,62.80299099858659,57.41298585810934
6,45.03284524036889,13.057595293513714
8,63.448684042250385,40.30042218028823
5,35.47114831749575,3.334853867887846
8,63.269214697458395,39.07722073409569
5,35.09878397695654,-23.605084309582185
10,81.60236684586154,72.62862036480732
7,53.852348780390116,21.46574130492091
5,34.708881599408315,-16.26752828801077
7,53.96252040127379,-5.154062729340154
6,44.64963849863856,23.815300502296047
4,25.486613481152276,-65.71977706063439
5,35.46844074400174,15.034348618834475
9,71.97535094553729,57.17425551528916
6,44.719929983728846,6.1312338406081075
6,44.732683380182685,-15.64114023504668
8,63.146252223642264,62.1394945688987
4,25.816322917070742,-15.819781948357369
5,34.88611457142184,-6.8683151168914165
5,35.385618999765846,16.301365541129076
4,26.065623602815947,-18.11686295352937
5,35.29702768696157,8.113801368014727
5,35.33439216466678,17.368987595527027
4,26.11427716052887,-25.833673709239548
12,100.14047088937433,89.00508360869772
4,25.839298121669746,-28.38137145028165
5,34.88730181812212,-9.032172638902683
6,44.177664060628885,15.427325709059506
10,81.72127924473352,86.01131175602154
10,82.18300740418725,71.88317213403784
4,26.008052338783315,-14.938580364708873
5,35.26463205959046,4.954800216853334
5,35.20023243279161,-16.35278123415905
9,72.7786098281398,41.4439914874057
6,44.2051452496189,-12.159175350764196
7,53.84920832732472,-4.717742129133523
10,81.70352624149805,45.08152545963006
4,26.12647021150605,0.4929047749457327
6,44.39825654526445,-10.796034526403457
4,26.08582265610156,-7.2406614144606
9,72.5737853050134,83.57567385773737
5,34.73149757273706,-20.42077357230764
5,35.27004832609914,17.62495493705994
8,63.23696371495209,55.68822040949062
6,44.82569069139204,35.4363298975204
9,72.63239187329015,52.210565431667916
5,35.56608711759731,17.008471379964156
4,26.077776178997816,-21.15637678914021
6,44.83444523913115,7.03279284577601
5,35.30497834117277,5.874395518371719
7,53.57632897492089,18.17334946853077
4,26.06801773627112,-27.84072956659868
5,35.2348454165563,-12.015270721292419
4,26.165540637513693,-30.513639995968767
4,25.902761630746866,-38.317061268577675
6,45.04551748411904,11.416779668826123
6,44.524757471027996,12.22625381534205
4,26.029190959479436,-9.13071529300425
7,53.63694560400168,37.322696152428954
5,35.27230580733562,-13.664295618464955
7,53.96691680508978,37.569041168076744
6,44.45824142257036,-2.010814290191705
6,44.89974065348647,7.371270583790174
7,53.432760289242495,34.269634607537746
7,53.714029772645254,32.32256078094279
5,35.21689639388029,-7.217870704200285
5,34.6841998026562,-19.99495865285319
14,119.08921879905026,116.95104424813962
6,44.30675610416976,15.102334300565145
6,44.28533755974746,-2.351616125727233
12,99.70261682663659,76.17036711860976
5,35.37143761158685,0.7302343944585417
10,82.0575356323237,33.045291945605285
6,44.352781234653726,11.42875711335039
8,63.33377355115579,54.43128744816042
5,35.121482948656215,3.2580303864623277
5,35.01478222020098,5.563262103013521
8,63.394387647177,53.983018565191365
7,53.99483944034777,51.525440900249976
8,63.28308603225431,60.320176095263584
7,53.593711287808134,12.041859567512565
4,26.30794984368917,-9.30334167560233
5,35.37770798839003,15.110788743065436
6,44.237094347734725,-8.146354370964714
8,63.15975588725864,57.72955459464982
7,53.89038353533781,43.20834895547624
8,62.93397820930114,20.721928435047534
7,53.751459068289066,27.462649143053167
6,44.38923442228803,18.340303640302658
8,63.019720915030206,63.60119979227508
5,35.04993274561405,-10.35125786450023
10,81.36006082738605,15.096818439008564
6,44.12863287883425,-1.5158661132987152
6,44.07601014818691,1.5206264717824602
5,35.73122617553265,1.0234970295566086
7,53.66035559821724,32.95431513369005
5,34.819934229352036,-1.5989353746848947
6,44.500881047641855,2.1926901647963746
6,44.64775655156122,37.459011631758564
5,35.37623623502027,-13.635414045810581
6,44.914444902531926,20.68222088821971
5,35.30144519245137,7.821279061381479
10,81.61746044964002,68.72440484609267
12,100.6697245895072,107.51681707219126
5,35.04600429325274,0.5464116171388573
5,34.89998138648185,-8.336503403708056
5,34.8673866892362,-14.349680404036306
5,34.93524384213871,-19.112371488594
6,44.325627123515304,3.0358332068355924
7,53.66181221435979,47.471360021048135
8,62.95832430592747,52.079084641069564
4,26.251791974850885,-2.1505484349424098
5,35.24616612580999,-21.28204773747526
4,26.084629135963855,-11.671615231911211
6,44.00756262450286,24.439943764494238
4,25.928085778650043,-41.59891682940754
6,44.8334075046705,21.776496341794033
9,72.61610017368936,42.01152877430407
8,63.26514987020485,41.82625936067614
5,35.226455030083464,14.990131657914883
6,44.5327356468292,26.55797173075712
7,53.59724244938107,8.134283339925648
5,35.521896211850695,-1.5449731286565687
5,35.316948894492114,7.82286201579319
7,53.60846114710049,-20.49279457169754
7,53.647126749323874,17.424312728759276
6,44.91704196824877,14.201400216496324
8,63.23867964104774,65.74140176571447
7,53.85563876752105,12.66403903675075
6,44.65216531456927,-26.343048286531182
10,81.53105303815236,35.26001826723373
5,35.36343194496089,2.4737318581300762
10,81.76362088359964,71.91653698708573
5,34.854642579955296,-34.4103489059124
5,35.1111606862981,-13.825745110174491
6,44.51521807224377,13.53235070747219
7,53.98249697536949,59.27737328631211
10,81.74854933026184,56.27349751955412
5,35.183385972830834,3.2376213190696923
7,54.02639252762092,40.360917558324196
4,25.509048819902077,-44.60308988682455
8,63.082007169579576,32.64965187679789
5,35.418016844376126,16.399600871659
6,44.058300193418674,14.957084048621759
6,44.56682357176862,26.49867489757498
7,53.379248353005295,31.16805319089109
7,53.821551708299204,17.68764246623153
7,53.98975387860077,36.00551298424345
7,53.58669753307315,20.34547703598033
4,25.976356461363142,-7.1157694131418765
7,54.08025921374633,18.687971989257644
6,44.67085417329092,36.02403118558193
6,44.80199819942261,2.042458471318655
6,44.71383637025472,40.880911003435045
4,26.204248288771872,-31.935499519607227
9,72.12415350375137,38.06942147346021
9,72.53593141477918,43.26161618087439
5,35.230658984966,16.024265041499692
6,44.53413811684067,-6.095757756094475
6,43.93750338411489,16.291039097490582
7,53.93057211130878,31.191626631593124
4,26.095701799921493,-9.483069419133534
5,35.164656124088324,12.596670212828618
5,34.958308325277955,-19.480270557428533
6,44.2113189892029,2.4444831038569497
5,35.40102702881913,-5.050461085748426
8,63.18813603894172,58.59925036945087
8,63.133751106301204,64.98565576939721
5,35.15559176354898,7.666474021636878
6,44.86606967213597,-10.343158481528459
5,35.51932238330015,-4.610163373691549
5,35.34460620012618,1.2211491202409341
5,35.3596330622075,-8.900409801783436
4,25.959778372833263,-23.704868090936245
7,53.60279097782116,30.212702948944727
10,81.79541400978087,63.443718636154614
12,100.94512363424113,106.35509328865551
5,35.211454586845754,13.58994891858467
6,44.80696788674901,21.976765600909875
5,35.27973444711654,-15.68707308901072
5,35.24270541624385,11.187401288134808
7,53.780643828542125,5.0423541277958535
6,44.684836748536306,13.84340930981374
6,44.485056433380294,-3.8810393028779515
6,44.495467738194414,2.567890290439088
9,71.83763026480038,15.193099482738518
6,44.597499104195336,30.823393857229284
5,34.91099738350641,-30.349130190814027
5,34.83171316842278,-9.057942851151587
8,63.07628075882728,44.55093611319412
9,72.31141975815459,38.42336650137834
5,35.60703944268366,6.533290587872887
4,26.063383958318337,-18.312558007551957
7,53.748098756348135,46.01353593678501
8,63.35370857688556,60.2455256685595
6,44.612622695931414,12.335942598284415
5,35.471751285020055,-7.034687293230446
5,35.26236616439242,3.149102630863939
5,35.35820696333643,1.907997353868522
4,26.063759578504204,-15.83858180306151
8,63.10769378641083,41.90107625058064
8,63.08122500104175,9.662466239994536
11,91.35223998382754,98.59080031755926
5,34.97157771101577,-46.278533956275155
6,44.42661796730614,28.73047562249762
10,82.01609703622425,74.554842115294
6,44.726533691386535,25.58398552284217
7,54.27211023610879,24.786459382634348
5,35.42270236849636,0.027210643484153252
8,62.56946388489278,43.768945187076675
5,35.36141425679156,8.461266564709089
6,44.136939542853085,10.163069298925103
5,35.12189196963852,-4.6798466104850025
7,53.44559267411965,-32.52488089389435
4,26.34513748369625,-10.260465295008586
7,53.42367071883667,6.207951859203362
5,35.24071257642584,-30.556945996031754
8,63.41524006120058,43.211684969464045
5,35.18217662869495,-27.50380208645572
7,53.89459192839638,1.8691680913011872
10,81.71717535346389,37.44399267163348
7,52.95467969500478,-43.908509277173884
5,35.36783271827711,7.862898091960946
4,26.161747189550656,-18.66893516710465
9,72.19021005675438,36.20074173435761
6,45.01421714961756,6.393194639529099
8,62.74521913764962,44.89109275207491
5,35.144169390656124,-4.685056955673442
5,35.00405758500962,-20.070208451479896
6,44.46340227450791,7.404894917239364
4,25.97988410801979,-28.37713723105118
6,44.45045358548791,8.56484457353935
8,63.4951810083273,16.4660453032226
6,44.44071681401763,0.14343463650787847
5,34.929397324875715,-14.074113201029
5,35.095330559072806,-2.808018187964267
6,44.34081360622249,-2.455343611099609
7,53.6222481702404,34.98202245518024
4,25.801207087450017,-38.19130728549379
4,25.60563053193748,-36.215756207549106
5,35.207227436793296,-17.377072482501667
5,34.83585940898915,-14.577079126165676
5,35.59700438939569,6.974231268322235
6,44.694858512832205,1.0167596479042444
8,63.368668184056155,72.21966122311056
6,44.45049538428116,29.2597635914579
4,26.231185216424535,-29.268670720158013
6,44.51577474029481,25.67270980113865
10,81.67054398789294,61.26243825963719
7,54.05658170091407,49.14796447639336
6,44.894374098499966,46.4045629221223
5,35.025751595488806,2.9643702109398973
5,35.33793794445978,21.69681259714572
5,35.35556165707876,10.631899242121424
6,44.26842050405482,16.285825012871662
4,25.959475611756265,-38.43728334254052
5,35.583078793118226,5.079975684538619
5,35.394549236579714,-9.005531435649779
7,53.480961823677596,7.278186585744425
6,43.968676152474266,5.023204008000623
7,53.331632428822616,23.202442493424527
4,26.24084384842614,-6.939873851181469
4,26.05032972398862,-19.64474542998853
8,63.546895978551326,42.3663588646905
6,44.58154192639422,-0.3072254408544559
7,53.46912905219878,24.941271901364104
10,81.9487478412458,92.86258322413306
4,25.85525494302337,-36.36952534562335
6,44.65490271530933,1.6990228398438898
6,44.23047898180802,19.40938212952051
6,44.23350978684293,-1.1586869568514473
11,91.0859005809834,87.86040720805303
6,43.982793059285406,-44.07057873161496
6,44.47381813762084,22.43809668669707
11,90.82627099007208,28.12716253321971
9,72.2301749496846,47.71857226839154
7,53.606141365981564,29.882536832215393
10,81.81572499809964,53.13039836536792
6,44.94362888927057,21.765625626873522
4,25.455907629458466,-38.99377521513832
5,35.42871007029975,21.517830540175893
8,63.17871111675299,42.498850300378045
5,35.57367155416579,-6.661699450008285
8,63.61271973595767,79.6460218697388
7,53.454165383078156,-25.435299593016644
5,35.279919079396215,0.09081861451060114
4,26.059310497968518,-26.617141653632256
6,44.85059810688754,17.01452370230055
5,35.11364109572817,3.4993514688779097
10,82.15153294251917,75.18612234029733
5,35.106371027416685,-2.8159875706144204
7,54.03466115642244,46.11798720311183
5,34.93765322420001,-20.708875048065046
7,53.82720852890395,8.835757052397865
4,25.832653744439327,-22.352437999100758
5,34.66827221666843,-6.447375139703913
5,35.31121440129397,-21.803555667627673
10,82.33075499750018,98.44411920666673
5,35.120815412426516,-6.230914572297857
4,26.076774156076656,-14.462085554312363
6,44.87687598530606,18.768431669862863
7,53.4467567013834,7.765627033911654
6,44.78310250795843,6.8896060363262634
6,44.52539138536576,-15.898916760684877
4,26.12609366206064,-23.384585526592794
4,25.97703074412801,-14.603226576284019
6,44.68206647866476,-5.803750301906383
7,53.58647518698499,-21.260847420343786
9,71.94635776922199,51.0616891044904
7,54.05819399293539,37.050171874426226
6,44.251920745474045,11.437410514318492
6,44.44426108280366,30.8700146909411
4,25.995265552884636,-28.867899697747916
7,54.056925765032126,-0.8922692693965573
4,26.252080573675798,-5.306917453143614
7,53.645050342859555,39.05472921095399
5,35.226515197321056,-4.679989782771483
7,53.43220718302841,-21.615568577084108
6,44.16869125504489,22.9512688430368
5,34.83510827059647,-42.82300136216088
5,35.089819022721585,-21.038515417538996
5,35.603404761024876,14.923360006333965
7,53.89300489347222,21.469453867843328
7,53.483882902884346,22.98889913714074
8,63.137961143039654,63.409813474830145
8,63.13102588408582,24.52927764498397
8,63.27671951890838,22.80179268564809
7,53.58447129456639,20.707659768341586
6,44.46921377903695,18.97377909871188
8,63.51578029182737,26.927893280348165
5,35.31626641214365,3.3779125790459705
4,26.107082735908154,-14.338663731020638
7,53.949953813336975,47.06156482298877
7,54.095520639615486,35.55032212800746
5,35.11262561904363,9.27970438269734
7,53.72508067050417,-4.615411303029486
7,53.825373392302396,56.10618202103163
9,72.29408969162867,51.93532934662898
6,44.74875978087413,19.767687037538888
4,26.232586888582965,-10.987200974928628
6,44.89571426345733,-6.24936699928185
8,63.45806799877544,51.352335892454754
4,25.5492186421528,-42.35879197424618
4,26.137025330859768,-16.051334702187784
6,44.207904590876836,-5.110961358587257
5,35.2187917668966,-18.756356204334963
7,53.863495365573065,16.65867719380637
5,35.591600146789254,9.387040951038898
6,44.59228637511989,-13.567912486076498
3,16.928282295864086,-43.11668839167831
5,35.088787910703495,-26.134337507797564
5,35.058453781740944,-18.916362119411865
8,63.00085170585537,24.44596484543614
8,63.250715047320476,36.88493309182654
6,44.73338161059215,7.938241349412538
4,26.01603955962107,-39.886704917406625
6,44.653723426321044,14.37952201531146
6,44.276367958614614,9.291904557916602
6,44.043412765347966,2.785501243580269
5,34.94254827744492,-21.56712395761263
5,34.83909364054924,-25.696261116721374
5,35.367203487763426,0.28885569999679284
5,34.93742126098202,-3.752098778610657
6,44.540302174308614,12.025922870282908
6,44.58518010316868,-0.026642630148089097
7,53.832384138804606,15.813813667649711
6,44.1204135361741,8.242337351960764
6,44.66577572553883,23.162388669626623
5,35.63624083159881,7.234981388875466
7,53.717895730716535,27.68135251371222
5,35.34949710852678,-2.1044022137497826
7,53.89011793042592,31.422305608719043
4,25.700142070775943,-35.859922294957045
6,44.73832353888694,14.874349063888046
5,35.473742006058835,17.593869505938216
6,44.217661551209865,28.468880556494934
5,35.554547877750345,7.127737842599656
5,35.268220800861236,2.366190373484251
10,82.05325485622684,51.761416421139
9,72.25121593942544,26.328236435488755
4,25.879102627465677,-35.348600715007905
5,35.43352450527079,-13.60001244985637
5,34.90232268855073,-6.986098802255966
5,34.83786342265211,0.6395150665033471
7,53.931238245096615,41.76006472103744
6,44.026208564085564,-20.168964870523784
6,44.42831986974671,21.222878567665298
6,44.77467261091993,20.534650071040247
8,62.977454325082626,39.92054644846732
5,35.12372812764539,-4.9486892851920175
6,44.26919116637464,13.609935008964909
11,90.47733523431735,69.86511319302758
8,63.37471098743351,62.79485327994709
6,44.50913516531405,-0.47616760033081285
5,34.98329168258662,-25.185628476330095
5,35.03926473974952,-3.1738514423370408
4,26.189215630000795,-25.685913550207758
6,44.21567953101744,13.90001615202739
6,44.44843429679762,0.3343362932067304
6,44.75320402070683,13.041426383933048
4,25.58861904238666,-47.63443840713841
6,44.33097848035748,15.359528198088702
6,44.54498146365223,22.7413114498629
7,53.68000790195863,10.69572740441961
7,53.91217616102295,1.7631956722485533
6,44.12539842719766,16.48307743436453
7,54.10361301179378,53.399288076027034
7,53.668709037010416,-13.276140328493835
4,25.996377577139747,-20.87239968843984
4,26.210586906193445,-31.15457119334399
10,81.66677532441867,86.39515478604562
7,54.172744958287225,23.58625098542339
5,35.31429862173743,-2.5406913547657535
4,26.277846897705412,-8.776894912474534
8,63.40006684395293,41.856614952747364
8,63.252219906421615,68.61432322818857
7,54.11342311699505,42.97235942544993
6,44.886621510265435,19.326449061952705
7,54.10718240217867,57.43398782465363
5,35.283975322977106,-6.144131239743071
7,54.06840511094964,3.8267830116330543
8,62.9700580150048,-2.192820548610708
6,44.39737268592485,6.860725929670085
8,63.2382741462272,52.6264062946003
5,34.89060433083797,-5.211211132872005
9,72.63087376735965,63.32889259135446
6,44.515102503909915,19.261993878813612
4,26.056453749444792,-26.26433636873263
5,35.02458421999855,-5.677301667939586
6,44.240569151287836,8.090088851405103
5,35.25096315047807,-10.952319575843676
6,44.18432037049772,19.874796061031333
5,34.96780304872602,-4.580982920088072
7,53.99546763258861,45.9011935876035
7,53.760432275964185,14.857878521712994
9,72.76712836010347,35.82287245276363
10,82.1257815640041,77.56820320800873
9,72.47628975704166,53.807085750415155
8,63.45804772109422,49.341669247396105
8,62.92675722104989,34.8717104806869
6,44.76028219477671,22.990129089243446
5,35.18415090680484,0.4581557285551163
6,44.56041252557583,23.33808331701109
7,53.93237480255414,41.66646663674425
4,26.168907274184452,-10.299574389879803
4,26.07625773380195,-34.05770151045627
5,35.24546749857339,-14.50425343326522
6,44.77164184710406,22.58015603469608
6,44.11276443423629,-2.891736838442407
4,26.035163894388518,-15.89338420513874
7,53.74242882315002,21.142988571846733
5,35.59840254732183,2.9209576449796018
12,100.00653147232063,82.9854655708014
5,35.2795374227788,1.8341469613846684
5,34.971115731730606,-15.709769543104063
4,25.71176755496143,-28.263833058166398
7,53.88878663969026,28.391093819408816
15,128.72497574315133,121.46089053693302
6,44.36401527481302,28.225808200209023
4,26.132197809199553,-13.286177487786604
4,25.898817438317497,-35.4522506660439
6,44.42615900953518,-0.8330102868718612
10,82.2938366519047,88.27280562894848
9,72.19945623825394,71.30468008909962
